;Rank;Artist;Album;Date;Genres;RYM Rating;Ratings;Reviews
3028;3029;Big John Patton;Got a Good Thing Goin';August 1966;Soul Jazz;3.78;111;3
3029;3030;Calibro 35;Momentum;24 January 2020;Jazz-Funk, Neo-Psychedelia;3.22;188;4
3030;3031;Steve Tibbetts;Exploded View;1986;Jazz Fusion, New Age;3.57;138;3
3031;3032;Matthew Shipp;Equilibrium;2003;Avant-Garde Jazz;3.49;164;3
3032;3033;Steve Lehman Octet;Travail, Transformation, and Flow;9 June 2009;Avant-Garde Jazz;3.66;127;2
3033;3034;John Zorn;Interzone;22 November 2010;Avant-Garde Jazz, Experimental;3.50;162;3
3034;3035;Eva Cassidy;Imagine;20 August 2002;Vocal Jazz, Contemporary Folk;3.53;180;6
3035;3036;Joe Armon-Jones;Starting Today;4 May 2018;Jazz Fusion;3.34;176;2
3036;3037;Snarky Puppy;The World Is Getting Smaller;2007;Jazz Fusion, Jazz-Funk;3.39;171;
3037;3038;Gábor Szabó;Mizrab;1973;Jazz Fusion, Jazz-Rock;3.55;139;7
3038;3039;Tomeka Reid Quartet;Old New;4 October 2019;Avant-Garde Jazz;3.60;126;1
3039;3040;Oscar Peterson Trio;Tristeza on Piano;1970;Jazz, Post-Bop;3.85;109;1
3040;3041;Oliver Nelson;More Blues and the Abstract Truth;January 1965;Hard Bop;3.61;139;1
3041;3042;Milt Jackson;Milt Jackson Quartet;1955;Cool Jazz;3.61;132;1
3042;3043;Julie London;Julie;May 1958;Vocal Jazz, Traditional Pop;3.63;123;1
3043;3044;Ludus;Danger Came Smiling;September 1982;Avant-Garde Jazz, Free Improvisation;3.32;182;2
3044;3045;Tantric Bile;Seminal Baptism;11 November 2021;Free Improvisation, Free Jazz, European Free Jazz;3.45;145;
3045;3046;Terje Rypdal;To Be Continued;1981;Jazz Fusion, ECM Style Jazz;3.50;145;1
3046;3047;Elias Rahbani;Mosaic of the Orient;1972;Arabic Folk Music, Jazz Fusion;3.30;180;1
3047;3048;Art Ensemble of Chicago;Chi-Congo;October 1973;Spiritual Jazz, Free Jazz;3.47;162;2
3048;3049;Steve Coleman and Five Elements;The Tao of Mad Phat (Fringe Zones);27 September 1993;Jazz-Funk, Jazz Fusion;3.56;140;
3049;3050;Airto;Virgin Land;1974;Jazz Fusion, Jazz-Funk;3.70;120;1
3050;3051;Polar Bear;Held on the Tips of Fingers;21 March 2005;Jazz;3.44;177;3
3051;3052;The Awakening;Mirage;1973;Spiritual Jazz, Soul Jazz;3.57;138;1
3052;3053;Donald Byrd;Mustang!;November 1967;Hard Bop;3.54;139;6
3053;3054;Sun Ra and His Astro Infinity Arkestra;Pathways to Unknown Worlds;1975;Free Jazz;3.54;140;4
3054;3055;George Duke;The Inner Source;1973;Jazz Fusion;3.57;137;1
3055;3056;Zu;The Way of the Animal Powers;7 November 2005;Avant-Garde Jazz, Noise Rock;3.16;238;4
3056;3057;Yoshihide Otomo;Plays the Music of Takeo Yamashita;10 September 1999;Avant-Garde Jazz, Experimental Rock;3.51;147;2
3057;3058;Tin Hat Trio;The Rodeo Eroded;10 September 2002;Chamber Jazz;3.57;157;6
3058;3059;The Thing With Five Eyes;Noirabesque;15 January 2018;Dark Jazz;3.25;193;1
3059;3060;Junius Paul;Ism;22 November 2019;Avant-Garde Jazz;3.50;134;
3060;3061;Leroy Jenkins;Space Minds, New Worlds, Survival of America;1979;Free Jazz, Avant-Garde Jazz, Modern Creative;3.51;145;4
3061;3062;The Rippingtons;Kilimanjaro;1989;Smooth Jazz;3.56;139;1
3062;3063;Gunter Hampel Quintet;Heartplants;1965;Post-Bop, Avant-Garde Jazz;3.76;111;1
3063;3064;William Parker;Mayan Space Station;23 July 2021;Jazz Fusion;3.33;175;
3064;3065;Level 42;Standing in the Light;1 August 1983;Jazz-Funk, Britfunk;3.30;201;7
3065;3066;Don Ellis;How Time Passes;1961;Avant-Garde Jazz, Post-Bop;3.53;142;2
3066;3067;Jimmy Scott;The Source;1969;Vocal Jazz;3.56;132;5
3067;3068;Pink Freud;Sorry Music Polska;2003;Nu Jazz, Yass, Jazz Fusion;3.34;211;
3068;3069;Albert Ayler;Swing Low Sweet Spiritual;1971;Spiritual Jazz;3.45;175;5
3069;3070;Bill Plummer;Bill Plummer and The Cosmic Brotherhood;January 1968;Psychedelic Folk, Jazz Fusion, Jazz;3.45;147;3
3070;3071;Bill Frisell;Unspeakable;24 August 2004;Jazz Fusion;3.44;177;3
3071;3072;Barre Phillips;Three Day Moon;1978;ECM Style Jazz;3.56;130;1
3072;3073;Michael Brecker;Pilgrimage;20 May 2007;Post-Bop;3.56;151;9
3073;3074;Jan Garbarek Group;Photo With Blue Sky, White Cloud, Wires, Windows and a Red Roof;25 May 1979;ECM Style Jazz;3.60;148;2
3074;3075;Michał Urbaniak;Fusion;February 1974;Jazz Fusion;3.64;128;5
3075;3076;John Zorn;Nova Express;5 April 2011;Avant-Garde Jazz;3.30;196;7
3076;3077;The Philadelphia Experiment;The Philadelphia Experiment;12 June 2001;Jazz Fusion, Jazz-Funk;3.50;155;3
3077;3078;Kaja Draksler Octet;Out for Stars;13 March 2020;Avant-Garde Jazz, Chamber Jazz, Vocal Jazz;3.36;160;1
3078;3079;John Zorn;Chaos Magick;16 April 2021;Jazz Fusion, Avant-Prog;3.58;128;2
3079;3080;Joe McPhee Po Music;Topology;1990;Free Jazz;3.60;147;1
3080;3081;Chet Baker Trio featuring Philip Catherine;Chet's Choice;1985;Cool Jazz;3.63;145;2
3081;3082;Al Jarreau;This Time;13 June 1980;Jazz Pop, Soul Jazz, Pop Soul;3.45;170;7
3082;3083;Dave Holland Quintet;Not for Nothin';21 August 2001;Jazz, Post-Bop;3.58;147;4
3083;3084;Idris Muhammad;Black Rhythm Revolution!;1971;Soul Jazz;3.60;133;6
3084;3085;Imagene Peise;Atlas Eets Christmas;28 November 2014;Christmas Music, Cool Jazz;3.02;256;4
3085;3086;The Crusaders;Free as the Wind;25 May 1977;Jazz-Funk, Jazz Pop, Soul Jazz;3.49;155;4
3086;3087;Coleman Hawkins;Soul;March 1959;Soul Jazz;3.53;130;3
3087;3088;The Blue Mitchell Quintet;Down With It!;April 1966;Hard Bop;3.68;123;2
3088;3089;Karin Krog;We Could Be Flying;1974;Vocal Jazz;3.46;150;2
3089;3090;Nik Bärtsch's Mobile;Continuum;18 March 2016;Avant-Garde Jazz, ECM Style Jazz;3.65;121;1
3090;3091;Gabor Szabo;1969;August 1969;Jazz Pop, Jazz Fusion;3.27;195;4
3091;3092;Codona;Codona 2;February 1981;Jazz Fusion;3.29;181;3
3092;3093;Brother Ahh (Robert Northern);Sound Awareness;1972;Avant-Garde Jazz;3.31;184;5
3093;3094;Rudresh Mahanthappa;Bird Calls;27 February 2015;Post-Bop;3.31;177;6
3094;3095;Jon Hassell;Maarifa Street  (Magic Realism 2);25 April 2005;Jazz Fusion;3.39;167;4
3095;3096;Ndikho Xaba & The Natives;Ndikho Xaba & the Natives;1971;Spiritual Jazz, Afro-Jazz;3.45;146;3
3096;3097;Nelson Angelo;Naná, Nelson Ângelo e Novelli;1974;Avant-Folk, Jazz Fusion;3.50;142;3
3097;3098;Victor Wooten;A Show of Hands;20 February 1996;Jazz Fusion, Jazz-Funk;3.25;257;11
3098;3099;Jean-Jacques Birgé;Défense de;1975;Avant-Garde Jazz, Progressive Electronic;3.54;134;4
3099;3100;Joe Farrell;Penny Arcade;1974;Jazz-Funk;3.60;122;5
3100;3101;Claude Delcloo;Africanasia;1969;Free Jazz, Spiritual Jazz;3.57;128;1
3101;3102;Rava;Katcharpari;1973;Jazz Fusion;3.66;114;2
3102;3103;Exploding Star Orchestra;We Are All From Somewhere Else;26 January 2007;Avant-Garde Jazz, Experimental Big Band;3.36;183;2
3103;3104;Bill Frisell;In Line;April 1983;ECM Style Jazz;3.37;166;2
3104;3105;Roy Ayers;Stoned Soul Picnic;December 1968;Post-Bop, Jazz-Funk;3.39;164;6
3105;3106;Matthew Halsall;Into Forever;2 October 2015;Chamber Jazz, Spiritual Jazz, Soul Jazz;3.41;146;3
3106;3107;Deus Ex Machina;Cinque;2002;Avant-Prog, Jazz Fusion, Progressive Rock;3.44;165;5
3107;3108;Marcus Miller;M²;22 May 2001;Jazz Fusion, Jazz-Funk;3.46;197;5
3108;3109;Iceberg;Arc-en-ciel;1979;Jazz Fusion, Jazz-Rock;3.59;130;4
3109;3110;Miles Davis;The New Sounds;1951;Cool Jazz, Bebop;2.92;396;5
3110;3111; Tatsuya Yoshida [吉田達也];Erans;20 January 2004;Avant-Garde Jazz, Avant-Prog;3.46;164;5
3111;3112;Grachan Moncur III;Echoes of Prayer;August 1975;Experimental Big Band, Spiritual Jazz;3.61;116;4
3112;3113;Ukandanz;Kemekem  ከመከም;27 January 2023;Ethio-Jazz, Jazz Fusion;3.44;142;2
3113;3114;Weldon Irvine;Cosmic Vortex (Justice Divine);1974;Jazz-Funk;3.49;157;
3114;3115;Duke Ellington;This One's for Blanton!;1975;Jazz, Piano Blues;3.76;115;2
3115;3116;Stan Kenton;Kenton in Hi-Fi;11 February 1956;Big Band, Progressive Big Band;3.59;139;7
3116;3117;Charlie Haden and The Liberation Music Orchestra;Dream Keeper;15 January 1991;Experimental Big Band, Avant-Garde Jazz;3.69;133;
3117;3118;Ahmed Abdul-Malik;Sounds of Africa;April 1963;Hard Bop, Afro-Jazz, Arabic Jazz;3.48;138;8
3118;3119;The Crusaders;Those Southern Knights;May 1976;Jazz-Funk;3.52;137;2
3119;3120;The Teddy Charles Tentet;The Teddy Charles Tentet;1956;Cool Jazz, Hard Bop, Post-Bop;3.57;131;5
3120;3121;The Ramsey Lewis Trio;Another Voyage;September 1969;Soul Jazz, Jazz-Funk;3.79;108;4
3121;3122;The Gaslamp Killer;Instrumentalepathy;16 September 2016;Experimental Hip Hop, Jazz Fusion;3.09;228;2
3122;3123;Miles Davis All Star Sextet;Miles Davis All Star Sextet;March 1955;Hard Bop;3.21;221;2
3123;3124;Pat Metheny;What's It All About;14 June 2011;Jazz, New Age, Chamber Jazz;3.26;200;5
3124;3125;Big Band Katowice;Music for My Friends;1977;Big Band;3.64;118;3
3125;3126;Julie London;All Through the Night: Julie London Sings the Choicest of Cole Porter;1965;Vocal Jazz, Standards;3.67;118;1
3126;3127;Eero Koivistoinen & Co;3rd Version;1973;Jazz Fusion;3.72;107;5
3127;3128;The Nels Cline Singers;Instrumentals;26 March 2002;Avant-Garde Jazz, Jazz Fusion;3.62;142;4
3128;3129;Henry Threadgill Sextett;You Know the Number;1987;Avant-Garde Jazz;3.63;126;
3129;3130;Sinéad O'Connor;Am I Not Your Girl?;22 September 1992;Big Band, Standards;2.89;590;25
3130;3131;Osamu Kitajima;Dragon King;1981;Jazz Fusion;3.14;225;1
3131;3132;Bobby Previte;The 23 Constellations of Joan Miró;26 February 2001;Avant-Garde Jazz, Ambient;3.56;132;4
3132;3133;Barry Guy;Portraits;1994;Experimental Big Band, Free Jazz;3.68;134;2
3133;3134;Radioactive Sago Project;Tanginamo andaming nagugutom sa mundo Fashionista ka pa rin;2007;Jazz Fusion, Avant-Prog, Jazz-Funk;3.73;128;1
3134;3135;Barry Adamson;Soul Murder;6 April 1992;Acid Jazz, Dark Jazz, Film Score;3.38;182;3
3135;3136;Oregon;Roots in the Sky;August 1979;Jazz Fusion, Chamber Jazz, ECM Style Jazz;3.60;126;4
3136;3137;Dave Brubeck;1975: The Duets;1975;Cool Jazz;3.67;121;1
3137;3138;George Michael;Songs From the Last Century;6 December 1999;Traditional Pop, Vocal Jazz, Standards;2.88;439;11
3138;3139;Lowell Davidson Trio;Lowell Davidson Trio;August 1969;Avant-Garde Jazz;3.54;130;3
3139;3140;Brad Mehldau Trio;Anything Goes;24 February 2004;Post-Bop;3.56;170;4
3140;3141;Ella Fitzgerald & Duke Ellington;Ella at Duke's Place;1966;Vocal Jazz, Big Band;3.65;128;1
3141;3142;Gary Boyle;The Dancer;September 1977;Jazz Fusion, Jazz-Rock;3.53;127;9
3142;3143;John Zorn;Masada Anniversary Edition Vol. 3: The Unknown Masada;22 July 2003;Avant-Garde Jazz, Jazz Fusion;3.66;147;4
3143;3144;Billy Harper;Soran-Bushi B.H.;April 1978;Spiritual Jazz, Post-Bop;3.84;101;3
3144;3145;Mndsgn;Rare Pleasure;4 June 2021;Psychedelic Soul, Jazz-Funk;3.04;232;4
3145;3146;The Crusaders;Crusaders 1;February 1972;Jazz-Funk, Jazz Fusion;3.50;150;3
3146;3147;Elvin Jones;Dear John C.;November 1965;Post-Bop;3.55;137;
3147;3148;Tony Oxley Quintet;The Baptised Traveller;1969;Free Jazz, Avant-Garde Jazz;3.63;124;2
3148;3149;Baden Powell;Le monde musical de Baden Powell;1964;Bossa nova, Third Stream;3.69;123;2
3149;3150;Anthony Braxton;Six Compositions: Quartet;1982;Avant-Garde Jazz, Post-Bop;3.72;125;2
3150;3151;Vijay Iyer;Reimagining;17 May 2005;Avant-Garde Jazz;3.75;121;1
3151;3152;Buddy Terry;Pure Dynamite;1972;Jazz Fusion;3.72;105;2
3152;3153;Bill Dixon;November 1981;31 December 1982;Free Jazz;3.82;104;2
3153;3154;Delvon Lamarr Organ Trio;Cold as Weiss;11 February 2022;Soul Jazz, Deep Funk;3.32;154;4
3154;3155;Jon Balke;Siwan;6 April 2009;Andalusian Classical Music, ECM Style Jazz, Arabic Jazz;3.44;148;2
3155;3156;Stan Kenton;Cuban Fire!;1956;Big Band, Afro-Cuban Jazz;3.48;151;4
3156;3157;Deus Ex Machina;De republica;1995;Progressive Rock, Jazz Fusion, Avant-Prog;3.54;141;6
3157;3158;Ahmad Jamal;Jamal Plays Jamal;1974;Jazz Fusion;3.82;111;2
3158;3159;Galactic;Ruckus;7 October 2003;Funk Rock, Jazz-Funk;3.42;170;6
3159;3160;Henry Threadgill Zooid;In for a Penny, In for a Pound;May 2015;Avant-Garde Jazz, Modern Creative, Chamber Jazz;3.64;112;3
3160;3161;Mongo Santamaría;Sofrito;1976;Latin Jazz;3.74;108;1
3161;3162;Wes Montgomery;Movin' Wes;1965;Big Band;3.45;157;3
3162;3163;Hermeto Pascoal & Grupo;Festa dos deuses;1992;Jazz Fusion;3.72;119;1
3163;3164;David S. Ware Quartet;Wisdom of Uncertainty;September 1997;Free Jazz;3.75;119;
3164;3165;Lucia Pamela;Into Outer Space With Lucia Pamela;1969;Space Age Pop, Vocal Jazz;2.85;395;13
3165;3166;Chicago Underground Quartet;Good Days;27 March 2020;Avant-Garde Jazz, Post-Bop;3.30;169;
3166;3167;Gonda Sextet;Sámánének;1976;Spiritual Jazz, Vocal Jazz;3.51;132;5
3167;3168;Terje Rypdal & The Chasers;Blue;1987;Jazz Fusion, ECM Style Jazz;3.49;150;1
3168;3169;Abbey Lincoln;That's Him;1957;Vocal Jazz;3.56;139;5
3169;3170;Pan Afrikan Peoples Arkestra;Flight 17;1978;Avant-Garde Jazz, Experimental Big Band;3.61;121;3
3170;3171;The Dusko Goykovich Sextet;Swinging Macedonia;1967;Hard Bop, Modal Jazz;3.62;119;
3171;3172;Roy Ayers Ubiquity;Mystic Voyage;December 1975;Jazz-Funk;3.37;182;5
3172;3173;1980;1980;2007;Progressive Metal, Djent, Jazz Fusion;3.30;197;7
3173;3174;Pat Metheny;Metheny Mehldau Quartet;13 February 2007;Jazz;3.48;165;3
3174;3175;Yochk'o Seffer;Ghilgoul;1978;Zeuhl, Jazz Fusion;3.57;124;5
3175;3176;Association P.C.;Sun Rotation;1972;Jazz Fusion, Free Jazz, Jazz-Rock;3.50;137;5
3176;3177;Dollar Brand;The Journey;1978;Cape Jazz;3.74;116;2
3177;3178;Keith Jarrett;Mysteries;May 1976;Avant-Garde Jazz, Post-Bop;3.54;146;2
3178;3179;Henry Franklin;The Skipper at Home;June 1974;Jazz Fusion;3.74;106;1
3179;3180;Stomu Yamash'ta;Stomu Yamashta's Go Too;1977;Jazz Fusion, Progressive Rock;3.18;207;8
3180;3181;Gregory Porter;Take Me to the Alley;6 May 2016;Vocal Jazz, Soul Jazz;3.33;173;4
3181;3182;Quincy Jones;You've Got It Bad Girl;October 1973;Soul Jazz, Jazz-Funk;3.36;162;4
3182;3183;Korekyojin;Korekyojin;17 August 1999;Brutal Prog, Math Rock, Jazz Fusion;3.42;164;3
3183;3184;Don Cherry;Art Deco;1989;Post-Bop;3.45;158;2
3184;3185;Chet Baker;The Touch of Your Lips;1979;Cool Jazz;3.65;139;3
3185;3186;Tarika Blue;Tarika Blue;1977;Jazz Fusion, Jazz-Funk;3.55;138;2
3186;3187;Vandermark 5;Simpatico;8 June 1999;Avant-Garde Jazz;3.61;148;3
3187;3188;The John Betsch Society;Earth Blossom;1974;Jazz Fusion;3.70;120;3
3188;3189;Bob James;Touchdown;20 July 1978;Smooth Jazz, Jazz Fusion, Jazz Pop;3.24;202;4
3189;3190;Burton Greene;Burton Greene Quartet;1966;Free Jazz;3.47;158;3
3190;3191;The Crusaders;Southern Comfort;October 1974;Jazz-Funk;3.57;134;1
3191;3192;Air;Air Mail;1981;Avant-Garde Jazz;3.58;125;
3192;3193;WAR;Platinum Jazz;July 1977;Funk, Jazz-Funk, Rhythm & Blues;3.60;130;3
3193;3194;Stanley Turrentine;That's Where It's At;September 1962;Soul Jazz;3.60;127;4
3194;3195;Julian Lage;View With a Room;16 September 2022;Post-Bop;3.51;139;1
3195;3196;Ryuichi Sakamoto;/05;28 September 2005;Modern Classical, Jazz;3.67;136;
3196;3197;Charles Lloyd;Hyperion With Higgins;3 September 2001;Jazz, ECM Style Jazz;3.77;124;1
3197;3198;Andrew Cyrille;Lebroba;2 November 2018;Avant-Garde Jazz, ECM Style Jazz;3.33;155;1
3198;3199;Cuong Vu;It's Mostly Residual;5 May 2005;Jazz Fusion, Avant-Garde Jazz;3.33;166;2
3199;3200;Dezron Douglas;Force Majeure;4 December 2020;Chamber Jazz;3.41;151;2
3200;3201;Andy Bey;Experience and Judgment;1974;Jazz-Funk, Soul Jazz, Deep Soul;3.46;153;4
3201;3202;Bill Cosby;Bill Cosby Presents Badfoot Brown and The Bunions Bradford Funeral & Marching Band;1971;Jazz-Funk;3.75;110;9
3202;3203;Shofar;Gold of Małkinia;18 April 2015;Klezmer, Avant-Garde Jazz;3.44;138;1
3203;3204;Tito Puente and His Orchestra;Cuban Carnival;1956;Afro-Cuban Jazz, Mambo, Cuban Music;3.61;123;2
3204;3205;The Dave Pike Set;Noisy Silence - Gentle Noise;1969;Jazz Fusion;3.60;124;2
3205;3206;Marcus Miller;Renaissance;16 May 2012;Jazz-Funk, Jazz Fusion;3.48;158;2
3206;3207;Energit;Energit;1975;Jazz-Rock, Jazz Fusion;3.54;122;7
3207;3208;The Necks;Silent Night;7 October 1996;Avant-Garde Jazz;3.25;183;4
3208;3209;Nya Ljudbolaget;Nya Ljudbolaget;1981;Progressive Folk, Jazz Fusion, Avant-Folk;3.55;125;8
3209;3210;The Modern Jazz Quartet;Collaboration;1964;Third Stream;3.69;112;2
3210;3211;The New Dynamic Chico Hamilton Quintet;Drumfusion;July 1962;Post-Bop;3.83;101;3
3211;3212;Clark Terry;Color Changes;October 1961;Bebop, Hard Bop;3.65;113;1
3212;3213;R+R=NOW;Collagically Speaking;15 June 2018;Jazz Fusion, Nu Jazz;3.21;194;
3213;3214; Jun Fukamachi [深町純];On the Move;1978;Jazz Fusion, Jazz-Funk;3.55;136;2
3214;3215;Volker Kriegel;Spectrum;1971;Jazz Fusion, Jazz-Rock;3.54;122;4
3215;3216;Archie Shepp;Black Gipsy;1970;Free Jazz;3.59;131;
3216;3217;Transit Express;Priglacit;1975;Jazz Fusion, Jazz-Rock;3.70;101;4
3217;3218;Elysian Spring;Glass Flowers;1969;Jazz, Post-Bop;3.61;114;2
3218;3219;Miles Davis;Miles Davis, Vol. 3;1954;Hard Bop, Cool Jazz;3.09;239;2
3219;3220;The Bad Plus;The Rite of Spring;25 March 2014;Third Stream, Avant-Garde Jazz;3.33;172;4
3220;3221;Dudu Pukwana & Spear;In the Townships;1974;Afro-Jazz, Spiritual Jazz, Cape Jazz;3.46;148;3
3221;3222;Juan de Marcos González;Distinto, diferente;1999;Son cubano, Descarga, Afro-Cuban Jazz;3.73;120;3
3222;3223;Ashley Henry;Beautiful Vinyl Hunter;6 September 2019;Jazz Fusion;3.61;116;1
3223;3224;Bill Frisell;Rambler;29 April 1985;Avant-Garde Jazz, ECM Style Jazz;3.38;170;3
3224;3225;Rhésus O;Rhésus O;1971;Jazz-Rock, Progressive Rock, Jazz Fusion;3.56;121;7
3225;3226;Ella Fitzgerald;Ella Swings Lightly;1959;Vocal Jazz, Standards;3.72;118;4
3226;3227;John Zorn;In Search of the Miraculous;23 February 2010;Chamber Jazz;3.26;199;6
3227;3228;John Abercrombie;The Third Quartet;3 April 2007;Chamber Jazz, ECM Style Jazz, Third Stream;3.52;138;3
3228;3229;Volker Kriegel;Inside: Missing Link;1972;Jazz-Rock, Jazz Fusion;3.72;102;3
3229;3230;Baby Face Willette;Stop and Listen;May 1962;Soul Jazz;3.74;111;5
3230;3231;Tuatara;Breaking the Ethers;1997;Jazz Fusion, Jazz-Rock;3.39;159;4
3231;3232;Ginger Baker Trio;Going Back Home;1994;Jazz, Jazz-Rock;3.48;147;7
3232;3233;Kenny Burrell;God Bless the Child;1971;Smooth Jazz, Jazz;3.51;142;4
3233;3234;Masaru Imada Trio + 2;Green Caterpillar;1975;Jazz Fusion, Jazz-Funk;3.55;129;3
3234;3235;Anna Webber;Idiom;28 May 2021;Avant-Garde Jazz, Modern Creative;3.62;107;3
3235;3236;John Zorn;In a Convex Mirror;29 June 2018;Avant-Garde Jazz;3.62;119;
3236;3237;Herbie Hancock;Sound-System;August 1984;Electro, Jazz-Funk;2.88;301;3
3237;3238;Adrian Younge;The American Negro;26 February 2021;Spoken Word, Neo-Soul, Jazz-Funk;3.06;216;2
3238;3239;Snarky Puppy;Bring Us the Bright;2008;Jazz Fusion, Jazz-Funk;3.40;160;2
3239;3240;Azymuth;Outubro;1980;Jazz-Funk, Jazz Fusion;3.48;152;1
3240;3241;Coleman Hawkins;Desafinado: Coleman Hawkins Plays Bossa Nova & Jazz Samba;November 1962;Samba-jazz, Bossa nova;3.52;143;1
3241;3242;Marc Ribot;Silent Movies;28 September 2010;Avant-Garde Jazz;3.37;178;2
3242;3243;Dave Holland;Emerald Tears;30 April 1978;Avant-Garde Jazz, ECM Style Jazz;3.46;142;1
3243;3244;Henry Threadgill Very Very Circus;Spirit of Nuff...Nuff;1991;Avant-Garde Jazz, Modern Creative;3.60;127;1
3244;3245; Yasunori Mitsuda [光田康典];Chrono Trigger Arranged Version: The Brink of Time;25 June 1995;Jazz Fusion;3.55;135;3
3245;3246;The Red Garland Trio;A Garland of Red;January 1957;Hard Bop;3.66;116;2
3246;3247;Cassandra Wilson;Belly of the Sun;2002;Vocal Jazz;3.50;160;1
3247;3248;Roy Ayers;Virgo Vibes;1967;Post-Bop;3.56;136;2
3248;3249;Charlie Haden;Nocturne;8 May 2001;Latin Jazz, Post-Bop;3.49;151;2
3249;3250;Svaneborg Kardyb;Over tage;4 November 2022;Nu Jazz, Chamber Jazz;3.53;126;1
3250;3251;J. J. Johnson & Kai Winding;The Great Kai & J.J.;February 1961;Jazz, Hard Bop;3.57;125;5
3251;3252;Infinite Spirit Music;Live Without Fear;1980;Spiritual Jazz, Free Jazz;3.58;116;
3252;3253;"Nat ""King"" Cole";Just One of Those Things;November 1957;Vocal Jazz, Standards, Swing;3.67;121;3
3253;3254;Tuatara;Trading With the Enemy;23 June 1998;Jazz Fusion;3.67;119;1
3254;3255;Trigg & Gusset;Legacy of the Witty;21 May 2013;Dark Jazz;3.70;112;
3255;3256;Eddie Henderson;Inside Out;January 1974;Jazz Fusion;3.58;124;2
3256;3257;Miles Davis;Decoy;June 1984;Jazz Fusion;2.85;740;19
3257;3258;Aretha Franklin;Unforgettable: A Tribute to Dinah Washington;16 March 1964;Soul, Vocal Jazz;3.28;174;3
3258;3259;David Torn;Polytown;6 June 1994;Avant-Prog, Jazz Fusion;3.34;171;3
3259;3260;Isabelle Antena;Hoping for Love;1987;Sophisti-Pop, Jazz Pop, Vocal Jazz;3.33;150;2
3260;3261;Assagai;Zimbabwe;1971;Afro-Rock, Psychedelic Rock, Jazz Fusion;3.39;148;4
3261;3262;Édition spéciale;Aliquante;1977;Jazz Fusion, Jazz-Rock;3.58;112;8
3262;3263;Lou Donaldson;Mr. Shing-A-Ling;January 1968;Soul Jazz;3.72;107;4
