"album_id","title","extra","artist_name","artist_id","role","label","year","rating","rank"
37006,Bitches Brew,1,Stan Tonkel,372225,Engineer,Columbia,1970,4.18,5
37006,Bitches Brew,1,Teo Macero,237977,Producer,Columbia,1970,4.18,5
37006,Bitches Brew,1,Wayne Shorter,29979,Soprano Saxophone,Columbia,1970,4.18,5
873261,Karma,0,Pharoah Sanders,21147,,"ABC Records,Impulse!",1969,4.16,6
873261,Karma,1,Bob Simpson,323461,Engineer,"ABC Records,Impulse!",1969,4.16,6
873261,Karma,1,Bob Thiele,253353,Producer,"ABC Records,Impulse!",1969,4.16,6
873261,Karma,1,Chuck Stewart,547170,Photography By [Cover & Liner Photos],"ABC Records,Impulse!",1969,4.16,6
873261,Karma,1,Joe Lebow,1257151,Design [Liner],"ABC Records,Impulse!",1969,4.16,6
873261,Karma,1,Robert & Barbara Flynn,2258564,Design [Cover],"ABC Records,Impulse!",1969,4.16,6
3503449,Giant Steps,"0,1",John Coltrane,97545,"Saxophone, Written-By",Atlantic,1960,4.1,7
3503449,Giant Steps,1,Art Taylor,261196,Drums,Atlantic,1960,4.1,7
3503449,Giant Steps,1,Paul Chambers (3),259778,Bass,Atlantic,1960,4.1,7
3503449,Giant Steps,1,Tommy Flanagan,253443,Piano,Atlantic,1960,4.1,7
4408279,My Favorite Things,0,John Coltrane,97545,,Atlantic,1961,4.1,9
4408279,My Favorite Things,1,Rodgers & Hammerstein,284099,Written-By,Atlantic,1961,4.1,9
1355742,Mingus Ah Um,"0,1",Charles Mingus,200815,"Bass,Composed By",Columbia,1959,4.08,10
1355742,Mingus Ah Um,1,Booker Ervin,253063,Tenor Saxophone,Columbia,1959,4.08,10
1355742,Mingus Ah Um,1,Dannie Richmond,252607,Drums,Columbia,1959,4.08,10
1355742,Mingus Ah Um,1,Diane Dorr-Dorynek,1945243,Liner Notes,Columbia,1959,4.08,10
1355742,Mingus Ah Um,1,Herb Snitzer,2238057,Photography By,Columbia,1959,4.08,10
1355742,Mingus Ah Um,1,Horace Parlan,253065,Piano,Columbia,1959,4.08,10
1355742,Mingus Ah Um,1,Jimmy Knepper,253066,Trombone,Columbia,1959,4.08,10
1355742,Mingus Ah Um,1,John Handy,233016,"Alto Saxophone, Clarinet",Columbia,1959,4.08,10
1355742,Mingus Ah Um,1,Shafi Hadi,253067,"Alto Saxophone, Tenor Saxophone",Columbia,1959,4.08,10
1355742,Mingus Ah Um,1,Teo Macero,237977,Producer,Columbia,1959,4.08,10
1355742,Mingus Ah Um,1,Willie Dennis,253064,Trombone,Columbia,1959,4.08,10
371466,Get Up With It,"0,1",Miles Davis,23755,"Organ,Piano,Trumpet,Written-By",Columbia,1974,4.05,13
371466,Get Up With It,1,Airto Moreira,14068,Percussion,Columbia,1974,4.05,13
371466,Get Up With It,1,Al Foster,271001,Drums,Columbia,1974,4.05,13
371466,Get Up With It,1,Andy Engel,692297,Calligraphy [Hand Lettering],Columbia,1974,4.05,13
371466,Get Up With It,1,Badal Roy,272930,Tabla,Columbia,1974,4.05,13
371466,Get Up With It,1,Bernard Purdie,44138,Drums,Columbia,1974,4.05,13
371466,Get Up With It,1,Billy Cobham,35199,Drums,Columbia,1974,4.05,13
371466,Get Up With It,1,Billy Jackson,255077,"Arranged By [Rhythm],Producer",Columbia,1974,4.05,13
371466,Get Up With It,1,Carlos Garnett,5683,Saxophone [Sax],Columbia,1974,4.05,13
371466,Get Up With It,1,Cedric Lawson,295398,"Organ,Piano",Columbia,1974,4.05,13
371466,Get Up With It,1,Cornell Dupree,211619,Guitar,Columbia,1974,4.05,13
371466,Get Up With It,1,David Liebman,65749,Flute,Columbia,1974,4.05,13
371466,Get Up With It,1,Dominique Gaumont,295399,Guitar,Columbia,1974,4.05,13
371466,Get Up With It,1,Giuseppe Pino,1926664,Photography By [Cover Photograph],Columbia,1974,4.05,13
371466,Get Up With It,1,Herbie Hancock,3865,Keyboards [Keyboard],Columbia,1974,4.05,13
371466,Get Up With It,1,James Mtume,38236,"Congas [Conga],Percussion [African Percussion]",Columbia,1974,4.05,13
371466,Get Up With It,1,John Guerriere,579796,Engineer [Remix engineer],Columbia,1974,4.05,13
371466,Get Up With It,1,John McLaughlin,136179,Guitar,Columbia,1974,4.05,13
371466,Get Up With It,1,John Stubblefield,295397,Saxophone [Sax],Columbia,1974,4.05,13
371466,Get Up With It,1,Keith Jarrett,145273,Keyboards [Keyboard],Columbia,1974,4.05,13
371466,Get Up With It,1,Khalil Balakrishna,262579,Sitar,Columbia,1974,4.05,13
371466,Get Up With It,1,Michael Henderson,113678,Bass [Fender Bass],Columbia,1974,4.05,13
371466,Get Up With It,1,Paul Slaughter,2238823,Photography By [Inside Photo],Columbia,1974,4.05,13
371466,Get Up With It,1,Pete Cosey,290520,Guitar,Columbia,1974,4.05,13
371466,Get Up With It,1,Reggie Lucas,62811,Guitar,Columbia,1974,4.05,13
371466,Get Up With It,1,Sonny Fortune,260898,"Saxophone [Sax], Flute",Columbia,1974,4.05,13
371466,Get Up With It,1,Stan Tonkel,372225,Engineer [Recording Engineer],Columbia,1974,4.05,13
371466,Get Up With It,1,Stan Weiss,404035,Engineer [Remix engineer],Columbia,1974,4.05,13
371466,Get Up With It,1,Steve Grossman,256167,Soprano Saxophone [Soprano Sax],Columbia,1974,4.05,13
371466,Get Up With It,1,Teo Macero,237977,Producer,Columbia,1974,4.05,13
371466,Get Up With It,1,Teresa Alfieri,1829905,Design,Columbia,1974,4.05,13
371466,Get Up With It,1,Wade Marcus,178788,Arranged By [Brass],Columbia,1974,4.05,13
371466,Get Up With It,1,Wally Chambers,295400,Harmonica,Columbia,1974,4.05,13
31381,Head Hunters,"0,1",Herbie Hancock,3865,"Performer [The Herbie Hancock Group], Synthesizer [Arp Odyssey, Arp Soloist], Electric Piano [Fender Rhodes], Clavinet [Hohner D 6], Pipe [Pipes],Producer",Columbia,1973,3.99,15
31381,Head Hunters,1,Adam's Dad Management Co.,2537569,Management [Artist],Columbia,1973,3.99,15
31381,Head Hunters,1,Bennie Maupin,15448,"Performer [The Herbie Hancock Group], Soprano Saxophone, Tenor Saxophone, Saxello, Bass Clarinet, Alto Flute",Columbia,1973,3.99,15
31381,Head Hunters,1,Bill Summers,1818,"Performer [The Herbie Hancock Group], Congas, Shekere, Balafon, Agogô, Cabasa, Whistle [Hindewho], Tambourine, Slit Drum [Log Drum], Surdo, Bells [Gankoqui], Percussion [Beer Bottle]",Columbia,1973,3.99,15
31381,Head Hunters,1,Dane Butcher,467215,Recorded By [Different Fur],Columbia,1973,3.99,15
31381,Head Hunters,1,David Rubinson,53217,Producer,Columbia,1973,3.99,15
31381,Head Hunters,1,Fred Catero,252007,"Engineer [Recording, Wally Heider]",Columbia,1973,3.99,15
31381,Head Hunters,1,Harvey Mason,64652,"Performer [The Herbie Hancock Group], Drums [Yamaha]",Columbia,1973,3.99,15
31381,Head Hunters,1,Jeremy Zatkin,393758,"Engineer [Recording, Wally Heider]",Columbia,1973,3.99,15
31381,Head Hunters,1,John Vieira,443955,Recorded By [Different Fur],Columbia,1973,3.99,15
31381,Head Hunters,1,Paul Jackson (2),272081,"Performer [The Herbie Hancock Group], Marimbula, Electric Bass",Columbia,1973,3.99,15
31381,Head Hunters,1,The Herbie Hancock Group,2277857,Ensemble,Columbia,1973,3.99,15
31381,Head Hunters,1,Victor Moscoso,1827930,Design [Cover],Columbia,1973,3.99,15
31381,Head Hunters,1,Waldo Bascom,2265172,Photography By,Columbia,1973,3.99,15
2062878,Let My Children Hear Music,"0,1",Charles Mingus,200815,Liner Notes,Columbia,1972,4.04,16
2062878,Let My Children Hear Music,1,Bobby Jones (2),307498,"Soloist, Tenor Saxophone",Columbia,1972,4.04,16
2062878,Let My Children Hear Music,1,Charles McCracken,200776,"Soloist, Cello",Columbia,1972,4.04,16
2062878,Let My Children Hear Music,1,David Gohr,2310495,Photography By [Back Cover Photo],Columbia,1972,4.04,16
2062878,Let My Children Hear Music,1,Ed Lee,1217531,"Painting [Cover], Design",Columbia,1972,4.04,16
2062878,Let My Children Hear Music,1,Joe Wilder,274986,"Soloist, Trumpet",Columbia,1972,4.04,16
2062878,Let My Children Hear Music,1,Julius Watkins,274971,"Soloist, French Horn",Columbia,1972,4.04,16
2062878,Let My Children Hear Music,1,Lonnie Hillyer,349613,"Soloist, Trumpet",Columbia,1972,4.04,16
2062878,Let My Children Hear Music,1,Russ Payne,372227,Engineer,Columbia,1972,4.04,16
2062878,Let My Children Hear Music,1,Snooky Young,274984,Trumpet [Lead],Columbia,1972,4.04,16
2062878,Let My Children Hear Music,1,Stan Tonkel,372225,Engineer,Columbia,1972,4.04,16
2062878,Let My Children Hear Music,1,Sy Johnson,473528,Photography By [Cover],Columbia,1972,4.04,16
2062878,Let My Children Hear Music,1,Teo Macero,237977,Producer,Columbia,1972,4.04,16
2124431,Pastel Blues,0,Nina Simone,10584,,Philips,1965,4.01,18
2124431,Pastel Blues,1,Al Schackman,349584,"Guitar, Harmonica",Philips,1965,4.01,18
2124431,Pastel Blues,1,Bobby Hamilton,403313,Drums,Philips,1965,4.01,18
2124431,Pastel Blues,1,Doug McClelland,1904389,Liner Notes,Philips,1965,4.01,18
2124431,Pastel Blues,1,Hal Mooney,166629,Producer,Philips,1965,4.01,18
2124431,Pastel Blues,1,Lisle Atkinson,403314,Bass,Philips,1965,4.01,18
2124431,Pastel Blues,1,Maurice Seymour,2219832,Photography By,Philips,1965,4.01,18
2124431,Pastel Blues,1,Rudy Stevenson,403312,"Flute, Guitar",Philips,1965,4.01,18
488973,The Shape Of Jazz To Come,"0,1",Ornette Coleman,224506,"Alto Saxophone, Written-By [By]",Atlantic,1959,3.97,21
488973,The Shape Of Jazz To Come,1,Billy Higgins,135871,Drums,Atlantic,1959,3.97,21
488973,The Shape Of Jazz To Come,1,Bones Howe,255897,Engineer [Recording],Atlantic,1959,3.97,21
488973,The Shape Of Jazz To Come,1,Charlie Haden,253592,Double Bass,Atlantic,1959,3.97,21
488973,The Shape Of Jazz To Come,1,Don Cherry,42757,Cornet,Atlantic,1959,3.97,21
488973,The Shape Of Jazz To Come,1,Martin Williams (6),1632896,Liner Notes,Atlantic,1959,3.97,21
488973,The Shape Of Jazz To Come,1,Marvin Israel,815340,Design,Atlantic,1959,3.97,21
488973,The Shape Of Jazz To Come,1,Nesuhi Ertegun,251691,Supervised By,Atlantic,1959,3.97,21
488973,The Shape Of Jazz To Come,1,William Claxton,1914573,Photography By,Atlantic,1959,3.97,21
12956965,Lanquidity,"0,1",Sun Ra,35328,"Synthesizer [Arp], Electric Piano [Fender Rhodes], Organ [Yamaha], Organ [Hammond B3], Synthesizer [R.A. Moog Minimoog], Piano, Bells [Orchestral], Keyboards [Crumar Electronic Keyboard], Composed By, Arranged By, Producer,Voice [Ethnic Voices]",Philly Jazz (3),1978,3.98,22
12956965,Lanquidity,1,Atakatune,279827,"Congas [Congo Drums], Timpani",Philly Jazz (3),1978,3.98,22
12956965,Lanquidity,1,Bob Blank,90562,Recorded By,Philly Jazz (3),1978,3.98,22
12956965,Lanquidity,1,Charles Shabacon,1488749,"Photography By, Cover",Philly Jazz (3),1978,3.98,22
12956965,Lanquidity,1,Dale Williams (2),549722,Guitar,Philly Jazz (3),1978,3.98,22
12956965,Lanquidity,1,Danny Ray Thompson,252039,"Baritone Saxophone, Flute",Philly Jazz (3),1978,3.98,22
12956965,Lanquidity,1,Disco Kid,370818,Guitar,Philly Jazz (3),1978,3.98,22
12956965,Lanquidity,1,Eddie Gale,194781,Trumpet,Philly Jazz (3),1978,3.98,22
12956965,Lanquidity,1,Eddie Thomas (2),308080,Voice [Ethnic Voices],Philly Jazz (3),1978,3.98,22
12956965,Lanquidity,1,Eloe Omoe,252022,"Bass Clarinet, Flute",Philly Jazz (3),1978,3.98,22
12956965,Lanquidity,1,James Jacson,263447,"Bassoon, Flute, Oboe,Voice [Ethnic Voices]",Philly Jazz (3),1978,3.98,22
12956965,Lanquidity,1,Joe Arlotta,104743,Recorded By,Philly Jazz (3),1978,3.98,22
12956965,Lanquidity,1,John Gilmore,252034,Tenor Saxophone,Philly Jazz (3),1978,3.98,22
12956965,Lanquidity,1,Julian Pressley,427209,Baritone Saxophone,Philly Jazz (3),1978,3.98,22
12956965,Lanquidity,1,June Tyson,252035,Voice [Ethnic Voices],Philly Jazz (3),1978,3.98,22
12956965,Lanquidity,1,Luqman Ali,263461,Percussion,Philly Jazz (3),1978,3.98,22
12956965,Lanquidity,1,Marshall Allen,252033,"Alto Saxophone, Oboe, Flute",Philly Jazz (3),1978,3.98,22
12956965,Lanquidity,1,Michael Anderson (2),370819,Percussion,Philly Jazz (3),1978,3.98,22
12956965,Lanquidity,1,Michael Ray,263454,"Trumpet, Flugelhorn",Philly Jazz (3),1978,3.98,22
12956965,Lanquidity,1,Richard Barry,1435781,Executive-Producer,Philly Jazz (3),1978,3.98,22
12956965,Lanquidity,1,Richard Williams (4),451976,Bass,Philly Jazz (3),1978,3.98,22
12956965,Lanquidity,1,Tom Buchler,709742,Executive-Producer,Philly Jazz (3),1978,3.98,22
4666576,Olé Coltrane,"0,1",John Coltrane,97545,"Soprano Saxophone,Tenor Saxophone",Atlantic,1961,3.97,25
4666576,Olé Coltrane,1,Art Davis,264868,Bass,Atlantic,1961,3.97,25
4666576,Olé Coltrane,1,Elvin Jones,135885,Drums,Atlantic,1961,3.97,25
4666576,Olé Coltrane,1,Freddie Hubbard,55745,Trumpet,Atlantic,1961,3.97,25
4666576,Olé Coltrane,1,George Lane,327639,"Alto Saxophone,Flute",Atlantic,1961,3.97,25
4666576,Olé Coltrane,1,Jagel & Slutzky Graphics,1889364,Design [Cover],Atlantic,1961,3.97,25
4666576,Olé Coltrane,1,McCoy Tyner,10620,Piano,Atlantic,1961,3.97,25
4666576,Olé Coltrane,1,Nesuhi Ertegun,251691,Supervised By,Atlantic,1961,3.97,25
4666576,Olé Coltrane,1,Phil Ramone,125450,Engineer [Recording],Atlantic,1961,3.97,25
4666576,Olé Coltrane,1,Ralph J. Gleason,463465,Liner Notes,Atlantic,1961,3.97,25
4666576,Olé Coltrane,1,Reggie Workman,135874,Bass,Atlantic,1961,3.97,25
933644,Black Unity,"0,1",Pharoah Sanders,21147,"Tenor Saxophone, Balafon [Balophone], Musician,Written-By","ABC Records,Impulse!",1972,3.98,26
933644,Black Unity,1,Billy Hart,252742,"Drums, Musician","ABC Records,Impulse!",1972,3.98,26
933644,Black Unity,1,Carlos Garnett,5683,"Tenor Saxophone, Musician","ABC Records,Impulse!",1972,3.98,26
933644,Black Unity,1,Cecil McBee,258511,"Bass, Musician","ABC Records,Impulse!",1972,3.98,26
933644,Black Unity,1,Chuck Stewart,547170,Photography By,"ABC Records,Impulse!",1972,3.98,26
933644,Black Unity,1,Dave Crawford (2),651530,Lacquer Cut By,"ABC Records,Impulse!",1972,3.98,26
933644,Black Unity,1,Hannibal Marvin Peterson,272598,"Trumpet, Musician","ABC Records,Impulse!",1972,3.98,26
933644,Black Unity,1,Joe Bonner,181213,"Piano, Musician","ABC Records,Impulse!",1972,3.98,26
933644,Black Unity,1,Lawrence Killian,268722,"Congas, Talking Drum, Balafon [Balophone], Musician","ABC Records,Impulse!",1972,3.98,26
933644,Black Unity,1,Lee Young (2),295930,Producer,"ABC Records,Impulse!",1972,3.98,26
933644,Black Unity,1,Norman Connors,30201,"Drums, Musician","ABC Records,Impulse!",1972,3.98,26
933644,Black Unity,1,Stanley Clarke,87519,"Bass, Musician","ABC Records,Impulse!",1972,3.98,26
933644,Black Unity,1,Thembi Sanders,1924958,Liner Notes,"ABC Records,Impulse!",1972,3.98,26
933644,Black Unity,1,Tony May,313600,Engineer,"ABC Records,Impulse!",1972,3.98,26
557286,The Inner Mounting Flame,0,Mahavishnu Orchestra,70826,,Columbia,1971,3.95,27
557286,The Inner Mounting Flame,"0,1",John McLaughlin,136179,"Composed By,Guitar,Producer",Columbia,1971,3.95,27
557286,The Inner Mounting Flame,1,Anthony Hixon,2408822,Photography By,Columbia,1971,3.95,27
557286,The Inner Mounting Flame,1,Ashok (2),1833751,Design,Columbia,1971,3.95,27
557286,The Inner Mounting Flame,1,Billy Cobham,35199,Drums,Columbia,1971,3.95,27
557286,The Inner Mounting Flame,1,Don Puluse,266159,Engineer,Columbia,1971,3.95,27
557286,The Inner Mounting Flame,1,Jan Hammer,21073,Piano,Columbia,1971,3.95,27
557286,The Inner Mounting Flame,1,Jerry Goodman,252397,Violin,Columbia,1971,3.95,27
557286,The Inner Mounting Flame,1,Nathan Weiss,1902424,Management,Columbia,1971,3.95,27
557286,The Inner Mounting Flame,1,Rick Laird,252398,Bass,Columbia,1971,3.95,27
557286,The Inner Mounting Flame,1,Ron Coro,1827260,Design [Album],Columbia,1971,3.95,27
1488185,On The Corner,"0,1",Miles Davis,23755,"Trumpet,Written-By",Columbia,1972,3.95,28
1488185,On The Corner,1,Allen Morgan (3),2238667,Photography By [Inside Cover Photo],Columbia,1972,3.95,28
1488185,On The Corner,1,Badal Roy,272930,Tabla,Columbia,1972,3.95,28
1488185,On The Corner,1,Bennie Maupin,15448,Bass Clarinet,Columbia,1972,3.95,28
1488185,On The Corner,1,Billy Hart,252742,"Drums, Percussion, Cowbell",Columbia,1972,3.95,28
1488185,On The Corner,1,Carlos Garnett,5683,"Soprano Saxophone, Tenor Saxophone",Columbia,1972,3.95,28
1488185,On The Corner,1,Chick Corea,37731,"Electric Piano, Piano, Synthesizer",Columbia,1972,3.95,28
1488185,On The Corner,1,Collin Walcott,315689,Sitar,Columbia,1972,3.95,28
1488185,On The Corner,1,Corky McCoy,2003721,"Cover,Painting [Cover Paintings]",Columbia,1972,3.95,28
1488185,On The Corner,1,David Creamer,315690,Guitar,Columbia,1972,3.95,28
1488185,On The Corner,1,David Liebman,65749,Soprano Saxophone,Columbia,1972,3.95,28
1488185,On The Corner,1,Don Alias,267099,"Congas, Shaker",Columbia,1972,3.95,28
1488185,On The Corner,1,"Harold ""Ivory"" Williams",315688,"Electric Piano, Organ, Synthesizer [Ring Modulator]",Columbia,1972,3.95,28
1488185,On The Corner,1,Herbie Hancock,3865,"Electric Piano, Organ, Piano, Synthesizer",Columbia,1972,3.95,28
1488185,On The Corner,1,Jack DeJohnette,238626,Drums,Columbia,1972,3.95,28
1488185,On The Corner,1,John McLaughlin,136179,Guitar,Columbia,1972,3.95,28
1488185,On The Corner,1,Michael Henderson,113678,Electric Bass,Columbia,1972,3.95,28
1488185,On The Corner,1,Mtume,97070,"Percussion [Water Drum], Bells",Columbia,1972,3.95,28
1488185,On The Corner,1,Paul Buckmaster,289733,Cello,Columbia,1972,3.95,28
1488185,On The Corner,1,Russ Payne,372227,Engineer,Columbia,1972,3.95,28
1488185,On The Corner,1,Stan Tonkel,372225,Engineer,Columbia,1972,3.95,28
1488185,On The Corner,1,Teo Macero,237977,Producer,Columbia,1972,3.95,28
12384502,Time Out,0,The Dave Brubeck Quartet,251689,,Columbia,1959,3.93,29
12384502,Time Out,1,Dave Brubeck,37737,"Piano,Written-By",Columbia,1959,3.93,29
12384502,Time Out,1,Eugene Wright,274797,Bass,Columbia,1959,3.93,29
12384502,Time Out,1,Joe Morello,254976,Drums,Columbia,1959,3.93,29
12384502,Time Out,1,Paul Desmond,170329,"Alto Saxophone,Written-By",Columbia,1959,3.93,29
12384502,Time Out,1,Steve Race,365982,Liner Notes,Columbia,1959,3.93,29
2777085,Free For All,0,Art Blakey & The Jazz Messengers,262128,,Blue Note,1965,3.97,30
2777085,Free For All,1,Alfred Lion,252962,Producer,Blue Note,1965,3.97,30
2777085,Free For All,1,Art Blakey,29977,Drums,Blue Note,1965,3.97,30
2777085,Free For All,1,Cedar Walton,135873,Piano,Blue Note,1965,3.97,30
2777085,Free For All,1,Curtis Fuller,257250,Trombone,Blue Note,1965,3.97,30
2777085,Free For All,1,Francis Wolff,292019,Photography By [Cover Photo],Blue Note,1965,3.97,30
2777085,Free For All,1,Freddie Hubbard,55745,Trumpet,Blue Note,1965,3.97,30
2777085,Free For All,1,Nat Hentoff,332791,Liner Notes,Blue Note,1965,3.97,30
2777085,Free For All,1,Reggie Workman,135874,Bass,Blue Note,1965,3.97,30
2777085,Free For All,1,Reid Miles,490780,Design [Cover],Blue Note,1965,3.97,30
2777085,Free For All,1,Rudy Van Gelder,252966,Recorded By,Blue Note,1965,3.97,30
2777085,Free For All,1,Wayne Shorter,29979,Tenor Saxophone,Blue Note,1965,3.97,30
2180283,Mingus Mingus Mingus Mingus Mingus,"0,1",Charles Mingus,200815,"Bass, Piano",Impulse!,1964,3.96,31
2180283,Mingus Mingus Mingus Mingus Mingus,1,Bob Hammer,613198,Arranged By,Impulse!,1964,3.96,31
2180283,Mingus Mingus Mingus Mingus Mingus,1,Bob Simpson,323461,Engineer,Impulse!,1964,3.96,31
2180283,Mingus Mingus Mingus Mingus Mingus,1,Bob Thiele,253353,Producer,Impulse!,1964,3.96,31
2180283,Mingus Mingus Mingus Mingus Mingus,1,Booker Ervin,253063,Tenor Saxophone,Impulse!,1964,3.96,31
2180283,Mingus Mingus Mingus Mingus Mingus,1,Britt Woodman,274988,Trombone,Impulse!,1964,3.96,31
2180283,Mingus Mingus Mingus Mingus Mingus,1,Charlie Mariano,252611,Alto Saxophone,Impulse!,1964,3.96,31
2180283,Mingus Mingus Mingus Mingus Mingus,1,Dannie Richmond,252607,Drums,Impulse!,1964,3.96,31
